0.038174,0.036039,0.03472,0.027658,0.025703,0.018883,0.016726,0.031802,0.045384,0.051461,0.048914,0.040463,0.031245,0.01874,0.013285,0.019662,0.025574,0.025135,0.02428,0.02148,0.023174,0.030288,0.019759,0.014162,0.018006,0.023592,0.010719,0.017263,0.010431,0.016671,0.022895,0.030832,0.02877,0.030198,0.029596,0.024747,0.014235,0.011404,0.012236,0.014951,0.02433,0.027329,0.026377,0.023405,0.025833,0.047267,0.073774,0.092464,0.11833,0.13651,0.16545,0.18121,0.21117,0.21202,0.2335,0.22399,0.19816,0.17446,0.16211,0.11816
0.024035,0.02965,0.037733,0.037945,0.034298,0.024246,0.024082,0.028894,0.035463,0.039673,0.033362,0.035325,0.036409,0.026021,0.020162,0.012943,0.015304,0.024892,0.0274,0.03349,0.047911,0.053763,0.046,0.030879,0.018544,0.013884,0.015746,0.024185,0.013307,0.012847,0.020966,0.027023,0.026822,0.024972,0.026866,0.029434,0.0268,0.028822,0.022354,0.020058,0.02606,0.037622,0.055675,0.05906,0.079434,0.09544,0.11416,0.13896,0.17919,0.19502,0.23394,0.26641,0.2805,0.32158,0.33935,0.28169,0.24822,0.21814,0.21279,0.20789
0.022244,0.014206,0.024331,0.038338,0.043972,0.045559,0.037738,0.037923,0.033431,0.024291,0.023018,0.02602,0.028212,0.028303,0.026663,0.021544,0.011433,0.017621,0.01224,0.025337,0.050849,0.072519,0.07797,0.072683,0.06559,0.023916,0.034921,0.02023,0.02101,0.01112,0.017162,0.025781,0.020338,0.017568,0.020069,0.020547,0.029722,0.03474,0.039279,0.059118,0.064788,0.095641,0.11949,0.14934,0.16122,0.15949,0.18271,0.18086,0.20743,0.25127,0.28762,0.3487,0.40086,0.40186,0.40079,0.38014,0.34104,0.28433,0.25053,0.24047
0.01966,0.017668,0.018277,0.0263,0.03401,0.049826,0.050896,0.042301,0.032804,0.02371,0.021567,0.011682,0.011828,0.015356,0.020731,0.028186,0.045446,0.064064,0.073677,0.065601,0.08927,0.069695,0.089375,0.10006,0.093683,0.074322,0.044562,0.02304,0.010288,0.017793,0.029313,0.036956,0.03686,0.03305,0.018623,0.010364,0.010318,0.010696,0.032679,0.061181,0.096219,0.1596,0.19091,0.22807,0.25582,0.24225,0.25259,0.24978,0.26041,0.26919,0.31301,0.35235,0.40566,0.44106,0.44946,0.43131,0.3709,0.32862,0.28436,0.27155
0.033591,0.029527,0.025557,0.020716,0.021496,0.030629,0.03637,0.022683,0.022744,0.027045,0.03052,0.025996,0.021076,0.023842,0.012573,0.015011,0.050974,0.10301,0.14875,0.17235,0.15517,0.13913,0.12859,0.097061,0.090305,0.10033,0.068504,0.040965,0.01631,0.022659,0.034405,0.03815,0.045164,0.04507,0.026717,0.017297,0.0124,0.011393,0.024418,0.039647,0.086406,0.14791,0.20739,0.25152,0.27843,0.27896,0.27221,0.26801,0.26705,0.2875,0.31781,0.34423,0.38641,0.40343,0.40572,0.39307,0.37702,0.32865,0.29108,0.25878
0.045532,0.040123,0.033416,0.029802,0.016557,0.010492,0.013628,0.01628,0.040434,0.044883,0.06113,0.060911,0.063137,0.067368,0.065639,0.043603,0.028286,0.091244,0.16983,0.2292,0.25164,0.23893,0.18307,0.14406,0.11149,0.10935,0.093948,0.065257,0.03314,0.012369,0.011412,0.019647,0.029658,0.033807,0.033519,0.019839,0.018213,0.014711,0.028181,0.037308,0.06435,0.1032,0.15831,0.20081,0.20356,0.24334,0.23355,0.24886,0.24654,0.25147,0.26966,0.27801,0.28576,0.32255,0.32356,0.3147,0.29169,0.23745,0.26198,0.23156
0.041564,0.028821,0.029134,0.030192,0.021926,0.011905,0.013366,0.026929,0.04472,0.05956,0.069637,0.067558,0.068798,0.073526,0.078965,0.069548,0.045804,0.067695,0.15515,0.21229,0.2423,0.2412,0.21975,0.18501,0.14343,0.11024,0.089647,0.055694,0.025764,0.010461,0.01568,0.012367,0.011519,0.012453,0.016996,0.018283,0.020118,0.019654,0.019479,0.028972,0.048384,0.064662,0.079748,0.11893,0.14021,0.13107,0.16202,0.16553,0.18908,0.19826,0.21053,0.21445,0.22448,0.19047,0.19864,0.18608,0.14632,0.15762,0.15907,0.16453
0.045475,0.02397,0.011812,0.022111,0.026394,0.017687,0.018112,0.037604,0.053133,0.066648,0.074776,0.076203,0.072499,0.075718,0.080492,0.075612,0.049663,0.048036,0.13069,0.18098,0.19529,0.19174,0.17722,0.14189,0.14631,0.11194,0.077883,0.049962,0.021724,0.016772,0.026764,0.022868,0.011373,0.011963,0.011634,0.011272,0.011646,0.012539,0.017751,0.023604,0.028215,0.035612,0.048056,0.050593,0.051535,0.059517,0.058278,0.057597,0.07556,0.086502,0.097029,0.10981,0.12157,0.098899,0.069885,0.065434,0.08578,0.094975,0.083854,0.062717
0.033212,0.023532,0.014219,0.010757,0.013683,0.019013,0.021444,0.047425,0.069907,0.074602,0.074969,0.078104,0.078006,0.077257,0.07657,0.075337,0.0537,0.011347,0.070016,0.11337,0.13825,0.12818,0.10073,0.10335,0.12521,0.10147,0.07801,0.052367,0.027123,0.022653,0.025536,0.016935,0.010841,0.013888,0.010797,0.017894,0.016965,0.012538,0.015529,0.01736,0.011454,0.018557,0.016281,0.030309,0.022583,0.024904,0.02318,0.024732,0.026649,0.037453,0.068136,0.090715,0.078142,0.052972,0.027493,0.021475,0.031308,0.033726,0.029104,0.030487
0.010912,0.020096,0.026615,0.0234,0.019854,0.010412,0.017054,0.029589,0.045408,0.067585,0.067039,0.057503,0.059435,0.057084,0.061,0.055171,0.045632,0.022157,0.023661,0.058185,0.0636,0.066259,0.060351,0.045973,0.068456,0.075852,0.052658,0.039687,0.022189,0.011103,0.019165,0.021739,0.022192,0.017892,0.021663,0.020788,0.024421,0.025744,0.025753,0.026245,0.025417,0.022586,0.018823,0.013141,0.015866,0.016642,0.027604,0.017743,0.018551,0.019292,0.035637,0.068604,0.077379,0.063038,0.045261,0.031359,0.034669,0.026386,0.030448,0.024863
