0.24227,0.24287,0.16295,0.14917,0.096502,0.059816,0.086455,0.13099,0.13722,0.14017,0.15492,0.12464,0.071822,0.059253,0.087728
0.084677,0.11225,0.10976,0.049169,0.027899,0.054104,0.083604,0.037956,0.049304,0.087596,0.04445,0.054613,0.086305,0.095877,0.056884
0.039185,0.056473,0.055795,0.035715,0.03992,0.092979,0.053534,0.071542,0.0386,0.034776,0.042067,0.059408,0.078508,0.0412,0.087821
0.065608,0.057121,0.041177,0.041954,0.097498,0.030272,0.087147,0.03783,0.08284,0.04547,0.045614,0.0503,0.038022,0.058196,0.040006
0.052213,0.037801,0.058445,0.066425,0.078995,0.039024,0.043109,0.084678,0.082413,0.064962,0.053924,0.041262,0.060449,0.040325,0.058717
0.051818,0.065776,0.025841,0.067893,0.049034,0.021245,0.032448,0.051339,0.035681,0.11885,0.084003,0.01865,0.04119,0.061367,0.036992
0.046964,0.029631,0.077194,0.048712,0.059832,0.049103,0.14996,0.087733,0.048833,0.12754,0.098655,0.048929,0.10985,0.050238,0.074242
0.044584,0.034423,0.03069,0.061129,0.089027,0.12869,0.16995,0.20414,0.14666,0.16375,0.24405,0.097509,0.0847,0.070398,0.027961
0.074535,0.038953,0.045481,0.045209,0.1014,0.13052,0.19981,0.23805,0.26249,0.37358,0.5757,0.20829,0.26969,0.15599,0.05034
0.047383,0.026893,0.040269,0.025129,0.14031,0.1552,0.25959,0.36105,0.38987,0.53934,0.66664,0.31107,0.5436,0.36107,0.11248
0.045043,0.046609,0.069164,0.076742,0.098505,0.17763,0.25749,0.2884,0.26904,0.30013,0.61765,0.22836,0.67202,0.42504,0.056904
0.027991,0.048087,0.02501,0.041601,0.074709,0.1524,0.1216,0.22372,0.34758,0.38289,0.22614,0.42385,0.62968,0.32719,0.12897
0.046225,0.060975,0.051407,0.075357,0.16608,0.30332,0.31368,0.41843,0.40353,0.64971,0.50898,0.58803,0.47246,0.14607,0.1959
0.031856,0.064308,0.059373,0.11336,0.060773,0.22342,0.27303,0.34734,0.22121,0.39614,0.35808,0.28832,0.4425,0.21077,0.25987
0.086131,0.076667,0.090337,0.10099,0.029497,0.12159,0.094495,0.10633,0.13033,0.50841,0.62366,0.35978,0.32185,0.20943,0.18715
0.072649,0.034902,0.059807,0.048301,0.037618,0.030241,0.046415,0.094477,0.18952,0.67402,0.62239,0.44403,0.2685,0.12098,0.12188
0.02708,0.031097,0.059477,0.045445,0.035271,0.061863,0.048788,0.10438,0.27418,0.51319,0.5934,0.49223,0.1865,0.090977,0.053574
0.044439,0.047647,0.025526,0.060622,0.073417,0.029137,0.078917,0.060863,0.090695,0.53616,0.3108,0.61662,0.36137,0.24883,0.05744
0.048578,0.094264,0.036788,0.094312,0.05246,0.033456,0.086361,0.047338,0.18906,0.48677,0.63469,0.4991,0.56161,0.23672,0.089161
0.019823,0.069031,0.038294,0.095691,0.037481,0.041459,0.078279,0.015253,0.17474,0.16757,0.50582,0.4119,0.62247,0.26371,0.060088
