0.31743,0.12272,0.032176,0.069202,0.05654,0.076143,0.065117,0.048871,0.025665,0.042826,0.038197,0.045276,0.039251,0.054294,0.045229
0.14977,0.12114,0.065035,0.093595,0.1051,0.073528,0.043393,0.040306,0.051051,0.028788,0.034694,0.059608,0.080293,0.063585,0.071115
0.26417,0.19068,0.071235,0.10055,0.071923,0.033717,0.018396,0.073361,0.0166,0.037086,0.043009,0.06417,0.094156,0.061652,0.051055
0.10901,0.10434,0.086688,0.038129,0.014178,0.050662,0.052281,0.053496,0.075352,0.049329,0.032241,0.045398,0.088902,0.02983,0.052555
0.15511,0.07501,0.057506,0.069015,0.037002,0.032113,0.033776,0.068285,0.038065,0.052388,0.036585,0.058508,0.080407,0.04652,0.040336
0.14466,0.05137,0.10629,0.063038,0.050865,0.044734,0.07294,0.052863,0.063479,0.063579,0.038983,0.045815,0.074289,0.064773,0.033602
0.089626,0.04471,0.095497,0.060671,0.083701,0.073372,0.052859,0.0376,0.038218,0.052189,0.070061,0.054109,0.062791,0.059809,0.051974
0.046536,0.053573,0.11931,0.080828,0.069524,0.080337,0.11157,0.093424,0.037032,0.032193,0.07227,0.050413,0.059418,0.082876,0.066174
0.065294,0.080449,0.044013,0.043634,0.083011,0.14094,0.19154,0.10512,0.059187,0.05552,0.052116,0.079116,0.066029,0.052097,0.045776
0.092629,0.038262,0.064969,0.11436,0.095608,0.097135,0.16977,0.17529,0.076353,0.082382,0.054702,0.15552,0.20783,0.077691,0.039573
0.1097,0.044779,0.042176,0.086027,0.024063,0.084758,0.10347,0.10101,0.11787,0.20453,0.1486,0.16566,0.25668,0.080824,0.067384
0.16084,0.048547,0.037146,0.035765,0.024743,0.047666,0.077428,0.051242,0.23194,0.072402,0.17893,0.18357,0.24958,0.10251,0.065109
0.054521,0.034099,0.053077,0.024783,0.037429,0.053308,0.032148,0.072529,0.10763,0.051755,0.20456,0.19891,0.45118,0.33601,0.16655
0.098464,0.034713,0.038082,0.047705,0.050787,0.048503,0.035806,0.031497,0.092377,0.099723,0.1124,0.23196,0.55416,0.57577,0.36087
0.048752,0.054347,0.052989,0.064023,0.061901,0.024632,0.017985,0.037973,0.085032,0.063272,0.075632,0.22321,0.46307,0.38051,0.54574
0.036952,0.073497,0.045996,0.041359,0.04014,0.043996,0.029176,0.048966,0.052842,0.023007,0.054429,0.13189,0.26866,0.26961,0.45434
0.11953,0.042287,0.071761,0.060911,0.062864,0.061709,0.051758,0.058034,0.042169,0.055857,0.031774,0.034949,0.069476,0.21142,0.24905
0.068014,0.062749,0.042802,0.040249,0.061768,0.054695,0.034317,0.024053,0.027689,0.047571,0.044547,0.035223,0.080681,0.044691,0.085084
0.29471,0.079196,0.034743,0.046834,0.045153,0.021648,0.021486,0.027043,0.033042,0.047937,0.059858,0.04933,0.033827,0.037465,0.053244
0.16729,0.066433,0.044719,0.032372,0.043063,0.043458,0.03176,0.017585,0.045883,0.038702,0.030779,0.039562,0.038397,0.027512,0.035661
0.13689,0.1023,0.04609,0.044022,0.05256,0.043443,0.040193,0.052238,0.042889,0.034853,0.096972,0.11627,0.09661,0.041853,0.03444
0.17435,0.055963,0.03884,0.057411,0.029998,0.057065,0.04381,0.083445,0.089797,0.065077,0.051184,0.20319,0.1982,0.10313,0.069533
0.20758,0.078059,0.046871,0.057029,0.035104,0.13746,0.12595,0.064257,0.057363,0.056444,0.089869,0.26697,0.29977,0.061506,0.13862
0.066738,0.062827,0.16685,0.12682,0.067401,0.10181,0.14798,0.15164,0.12115,0.12606,0.07711,0.35928,0.38478,0.097195,0.094271
0.075297,0.17198,0.36831,0.3996,0.29299,0.14137,0.26972,0.26302,0.20209,0.22505,0.14429,0.31748,0.35249,0.12708,0.12402
0.11094,0.16293,0.26866,0.44243,0.44041,0.13006,0.3053,0.22019,0.18219,0.22175,0.12122,0.17597,0.12884,0.097149,0.20077
0.14815,0.10125,0.24111,0.21519,0.34886,0.33094,0.49053,0.26372,0.38872,0.31122,0.12838,0.15557,0.14853,0.14055,0.13543
0.10161,0.15345,0.25765,0.13294,0.28571,0.3476,0.43732,0.56866,0.63512,0.55165,0.57654,0.61206,0.4514,0.28861,0.28956
0.10936,0.085169,0.18647,0.20338,0.19762,0.18061,0.3097,0.66363,0.6169,0.66287,0.66072,0.59771,0.64599,0.43672,0.40427
0.1914,0.056414,0.16615,0.18979,0.19586,0.184,0.31103,0.66346,0.61774,0.66285,0.6615,0.59731,0.64839,0.43211,0.40068
