0.02234,0.038025,0.056136,0.04604,0.047257,0.063873,0.069427,0.063504,0.041834,0.044266,0.02739,0.048462,0.024844,0.016264,0.021154
0.034643,0.047344,0.045919,0.054236,0.046945,0.052178,0.047619,0.04331,0.05922,0.077202,0.039586,0.025905,0.034588,0.027772,0.016564
0.04031,0.040426,0.042192,0.022305,0.031437,0.03323,0.029474,0.048773,0.03521,0.037862,0.027017,0.029399,0.031321,0.025262,0.035394
0.065033,0.048801,0.019424,0.028892,0.044239,0.047228,0.04116,0.065165,0.038378,0.038079,0.055701,0.067604,0.062093,0.038093,0.064185
0.031961,0.023248,0.022604,0.023814,0.033958,0.032591,0.046472,0.072377,0.056651,0.046867,0.051403,0.071828,0.062331,0.068286,0.079839
0.052486,0.024218,0.038234,0.036638,0.07158,0.039818,0.039751,0.055221,0.03965,0.030022,0.048499,0.056306,0.07585,0.078785,0.088221
0.058862,0.033626,0.046042,0.059897,0.07074,0.039116,0.041369,0.068349,0.072555,0.050593,0.046794,0.029257,0.050974,0.067086,0.050114
0.022583,0.036135,0.033747,0.035133,0.03435,0.034009,0.033791,0.045946,0.062593,0.03903,0.048433,0.069076,0.065515,0.080223,0.057249
0.044623,0.053686,0.074089,0.071752,0.032234,0.043486,0.066696,0.064004,0.052311,0.029304,0.022014,0.036766,0.048079,0.073407,0.052808
0.10741,0.076883,0.087967,0.089611,0.028929,0.047795,0.054288,0.031474,0.028812,0.032048,0.043118,0.057718,0.084794,0.096039,0.083905
0.076506,0.094224,0.12572,0.047184,0.02444,0.056659,0.058602,0.06448,0.069778,0.053899,0.058182,0.044915,0.04278,0.057032,0.038243
0.088767,0.10226,0.069316,0.050129,0.035417,0.036301,0.026065,0.029545,0.03596,0.073274,0.074913,0.043058,0.043645,0.069253,0.07726
0.086098,0.064964,0.077599,0.087737,0.080246,0.056144,0.047144,0.071464,0.085819,0.083889,0.053509,0.035204,0.01978,0.027334,0.040664
0.057371,0.083136,0.090139,0.065575,0.014706,0.013566,0.054774,0.040093,0.050326,0.063264,0.061753,0.033003,0.023137,0.021536,0.019002
0.067959,0.082752,0.09006,0.065498,0.014845,0.013598,0.054617,0.040543,0.050546,0.063153,0.061991,0.032605,0.023001,0.021458,0.018983
