0.049489,0.091985,0.075325,0.11208,0.43384,0.4827,0.3281,0.11258,0.20817,0.24307,0.16662,0.60144,0.54748,0.60781,0.32592,0.21029,0.061557,0.21145,0.1123,0.14087,0.19167,0.13461,0.035104,0.027997,0.037764
0.06169,0.13751,0.069413,0.23974,0.50617,0.54198,0.53445,0.44107,0.29705,0.34443,0.28414,0.26397,0.66074,0.65051,0.18344,0.12469,0.046699,0.29295,0.098961,0.31748,0.41792,0.20676,0.056965,0.028859,0.045212
0.11567,0.2849,0.10163,0.62016,0.40559,0.39868,0.5161,0.38062,0.57594,0.22825,0.4328,0.65981,0.59323,0.43465,0.23697,0.13799,0.13897,0.42525,0.34596,0.45679,0.49622,0.53618,0.030975,0.048104,0.030458
0.24338,0.15286,0.40095,0.61596,0.41747,0.41895,0.39209,0.38615,0.61123,0.2928,0.37826,0.57941,0.57153,0.61086,0.15871,0.18551,0.12226,0.64925,0.62229,0.58732,0.37948,0.45303,0.34336,0.13369,0.11427
0.12709,0.17474,0.66123,0.61879,0.49128,0.39443,0.40326,0.38782,0.42874,0.42657,0.63117,0.48859,0.41371,0.5223,0.61495,0.36484,0.45843,0.5979,0.45434,0.42154,0.49347,0.54515,0.60647,0.19465,0.37866
0.16299,0.31623,0.57086,0.47681,0.39725,0.38093,0.39667,0.58526,0.61112,0.58376,0.60093,0.43436,0.38716,0.38939,0.38342,0.49885,0.63432,0.29304,0.47914,0.60731,0.47831,0.38297,0.49496,0.46919,0.65377
0.04837,0.4604,0.40115,0.38089,0.38005,0.38425,0.55926,0.57877,0.2883,0.63214,0.38458,0.50418,0.52077,0.38944,0.46592,0.39677,0.46815,0.62857,0.25208,0.63096,0.38783,0.38702,0.54818,0.59909,0.56009
0.27695,0.56465,0.385,0.39516,0.39346,0.37461,0.57229,0.65545,0.50477,0.42899,0.38485,0.40131,0.39616,0.44962,0.49181,0.39593,0.37943,0.66282,0.13812,0.49049,0.51589,0.49485,0.56652,0.45525,0.51461
0.55828,0.42686,0.39359,0.40046,0.39541,0.37807,0.55007,0.61866,0.57004,0.5466,0.38368,0.39532,0.39129,0.45243,0.39153,0.44962,0.48038,0.59653,0.1401,0.25651,0.2543,0.38304,0.49164,0.50367,0.54464
0.45088,0.54431,0.38329,0.39322,0.38713,0.43196,0.58625,0.36701,0.18859,0.49994,0.49893,0.48823,0.46921,0.38883,0.39194,0.52819,0.51153,0.4532,0.090238,0.13127,0.056819,0.59669,0.42738,0.38166,0.44323
0.44638,0.40454,0.42917,0.39295,0.43893,0.60162,0.23719,0.17227,0.23255,0.19103,0.52226,0.46731,0.46586,0.39188,0.38506,0.40058,0.63821,0.22104,0.18152,0.10491,0.14352,0.63569,0.42023,0.38,0.44258
0.49662,0.57512,0.4614,0.53843,0.58965,0.20968,0.07549,0.062688,0.11577,0.23727,0.48974,0.49404,0.38969,0.39092,0.39236,0.37647,0.19565,0.17866,0.12846,0.14618,0.10662,0.38239,0.52742,0.47721,0.59042
0.5389,0.65002,0.6244,0.361,0.19004,0.029989,0.051037,0.069066,0.087346,0.072638,0.13935,0.60847,0.56148,0.38585,0.3881,0.37736,0.41587,0.23389,0.08063,0.076148,0.060379,0.11713,0.48107,0.52853,0.47016
0.42016,0.56706,0.5256,0.25429,0.043073,0.036681,0.032584,0.068991,0.087295,0.13989,0.16278,0.58969,0.40874,0.4094,0.39315,0.39691,0.63988,0.17494,0.062667,0.033338,0.022245,0.068498,0.13183,0.19573,0.08428
0.074952,0.1071,0.11568,0.025493,0.066986,0.057987,0.055328,0.052003,0.15066,0.16429,0.10419,0.33181,0.48049,0.41303,0.45095,0.49455,0.38111,0.11595,0.085425,0.05513,0.039826,0.053294,0.12901,0.19743,0.16747
0.04328,0.071211,0.039638,0.043622,0.052989,0.034167,0.081313,0.030342,0.10929,0.18813,0.23162,0.10648,0.3999,0.65286,0.35257,0.42776,0.35229,0.067637,0.078933,0.064273,0.039603,0.033402,0.072323,0.096604,0.087633
0.082485,0.095642,0.076831,0.079488,0.08305,0.062962,0.071859,0.045445,0.06092,0.1627,0.22279,0.13883,0.65697,0.59702,0.63676,0.59988,0.46512,0.34964,0.26179,0.086317,0.019488,0.037178,0.060329,0.031343,0.037739
0.089651,0.088981,0.10339,0.099306,0.10161,0.044339,0.089631,0.087222,0.11601,0.085332,0.11761,0.30583,0.38314,0.56281,0.60155,0.64435,0.52207,0.27731,0.18316,0.052085,0.068731,0.05222,0.052255,0.042783,0.097677
0.096169,0.14295,0.092395,0.10806,0.082617,0.03889,0.022631,0.024982,0.12408,0.15771,0.092664,0.28471,0.48154,0.18915,0.52758,0.68393,0.58568,0.47729,0.20258,0.025601,0.11854,0.062455,0.060326,0.078793,0.085494
0.16455,0.25903,0.094562,0.081756,0.10225,0.045595,0.033648,0.037238,0.14648,0.1708,0.11483,0.32655,0.45506,0.25106,0.57558,0.61889,0.59191,0.39235,0.20518,0.042933,0.085222,0.050023,0.057921,0.073252,0.12218
