0.025449,0.033444,0.024685,0.027017,0.018282,0.01286,0.013413,0.021723,0.037386,0.055572,0.061266,0.061921,0.050259,0.038435,0.03074,0.026457,0.030993,0.038458,0.03669,0.031075,0.015464,0.017727,0.02402,0.025733,0.020536,0.017045,0.014481,0.019714,0.02536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.020271,0.034062,0.041283,0.043893,0.042944,0.039377,0.023955,0.022664,0.025134,0.035686,0.046469,0.055981,0.054448,0.04806,0.04357,0.028379,0.01376,0.015719,0.028414,0.031777,0.036245,0.030152,0.038853,0.048725,0.025272,0.018135,0.013077,0.01387,0.019831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.023564,0.027782,0.028728,0.033399,0.050685,0.048023,0.039095,0.031262,0.030549,0.038919,0.042867,0.04406,0.035132,0.041939,0.045356,0.032331,0.022727,0.014883,0.01658,0.028732,0.037593,0.044508,0.058132,0.068864,0.047921,0.037614,0.013386,0.019158,0.014686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.045319,0.032562,0.022988,0.017151,0.038341,0.050372,0.051763,0.055418,0.053858,0.050227,0.04535,0.032876,0.02012,0.019551,0.034101,0.034309,0.031706,0.028718,0.025324,0.016458,0.016955,0.032103,0.057937,0.090957,0.094509,0.07557,0.050426,0.034076,0.035936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.038316,0.029316,0.02486,0.015916,0.023655,0.040769,0.044168,0.055482,0.061922,0.048328,0.045436,0.034308,0.03027,0.014967,0.014372,0.017894,0.027454,0.03538,0.061046,0.083552,0.10026,0.11498,0.071475,0.082111,0.11786,0.12804,0.11085,0.08093,0.04745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.047564,0.037932,0.040021,0.041957,0.025706,0.02187,0.028651,0.033568,0.039505,0.032617,0.029038,0.035758,0.04652,0.0467,0.039156,0.032698,0.028743,0.020915,0.060426,0.1278,0.16879,0.19507,0.22443,0.16446,0.14974,0.14296,0.14194,0.11195,0.07979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.066727,0.058247,0.068548,0.059089,0.049569,0.031322,0.018259,0.015067,0.014164,0.018384,0.044285,0.056155,0.067079,0.066142,0.074946,0.080546,0.070937,0.052195,0.051727,0.11866,0.21454,0.27957,0.2985,0.29105,0.22365,0.17676,0.15967,0.13709,0.10592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.049775,0.047436,0.057097,0.043318,0.049369,0.035084,0.022602,0.015375,0.016099,0.027514,0.05312,0.068649,0.07782,0.073934,0.081017,0.092111,0.098248,0.077285,0.06057,0.1127,0.21361,0.27582,0.30324,0.31174,0.27778,0.22645,0.16511,0.1331,0.093385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.051962,0.053306,0.045513,0.021651,0.019637,0.026806,0.029569,0.022159,0.029953,0.0553,0.068783,0.085241,0.1016,0.095138,0.090968,0.10107,0.10062,0.090217,0.052667,0.072365,0.16325,0.23154,0.24211,0.25979,0.23247,0.22037,0.17567,0.13364,0.09622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.054376,0.05206,0.045732,0.027732,0.013115,0.018232,0.018227,0.021012,0.033381,0.064004,0.091106,0.095245,0.10163,0.093882,0.10211,0.10195,0.10117,0.094878,0.065776,0.020006,0.10694,0.17004,0.17374,0.15447,0.16118,0.16178,0.1562,0.12944,0.098309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.021912,0.015624,0.019281,0.019457,0.021932,0.02174,0.024324,0.017463,0.021915,0.044159,0.071483,0.083962,0.073994,0.063841,0.068114,0.073536,0.084762,0.076668,0.061459,0.027234,0.033534,0.06524,0.086274,0.056704,0.044732,0.056275,0.086834,0.08423,0.077431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.037015,0.03223,0.024038,0.023989,0.037896,0.040161,0.04011,0.033726,0.024486,0.013567,0.019765,0.028012,0.02055,0.020684,0.03579,0.036048,0.039296,0.044635,0.0323,0.019274,0.014844,0.027588,0.033486,0.026827,0.023049,0.035571,0.031484,0.034828,0.034604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.047902,0.055841,0.051071,0.042975,0.048535,0.044608,0.034464,0.026914,0.0199,0.01364,0.013269,0.015007,0.013242,0.015243,0.014457,0.014323,0.012437,0.014191,0.012599,0.01648,0.014705,0.026258,0.032002,0.031308,0.032273,0.034558,0.026685,0.018578,0.015555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.036184,0.042502,0.04239,0.024533,0.028418,0.017537,0.014466,0.012663,0.019293,0.020001,0.027569,0.025064,0.02333,0.029441,0.031559,0.025344,0.022604,0.021001,0.017958,0.025036,0.028025,0.038826,0.048247,0.05382,0.050864,0.048382,0.053687,0.048517,0.053394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.029054,0.022546,0.018113,0.019744,0.022946,0.020935,0.020864,0.020166,0.027188,0.037039,0.033176,0.033871,0.027268,0.027377,0.022107,0.022209,0.014147,0.017398,0.027541,0.017259,0.028986,0.049462,0.052904,0.059939,0.05804,0.062138,0.068084,0.090571,0.080223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.050816,0.041441,0.034178,0.024017,0.025555,0.024956,0.013927,0.014211,0.013829,0.016073,0.021881,0.029026,0.033554,0.052928,0.035303,0.044391,0.026875,0.015843,0.038485,0.025635,0.048582,0.049813,0.04652,0.035773,0.023915,0.031351,0.055693,0.092113,0.11858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.032965,0.036679,0.021231,0.016039,0.026122,0.026373,0.015749,0.033161,0.049425,0.047382,0.067971,0.082001,0.092633,0.092509,0.092333,0.090609,0.077302,0.05977,0.04838,0.057099,0.062906,0.069135,0.049208,0.032579,0.033656,0.064867,0.089159,0.12032,0.15586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.023216,0.018454,0.015304,0.018996,0.024725,0.027416,0.020754,0.047238,0.073559,0.076825,0.087805,0.11796,0.1305,0.12725,0.12645,0.10376,0.091666,0.081314,0.058554,0.060462,0.076429,0.078199,0.053419,0.042921,0.055348,0.08056,0.10017,0.11667,0.14321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.053878,0.040267,0.025821,0.01417,0.013877,0.024402,0.018046,0.022231,0.052817,0.063505,0.067258,0.097566,0.12099,0.1251,0.11974,0.10628,0.10947,0.093566,0.062098,0.062887,0.065922,0.060861,0.031408,0.021912,0.047829,0.065969,0.07059,0.088424,0.094728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.067531,0.076093,0.080395,0.059584,0.049329,0.048552,0.05608,0.034746,0.028956,0.046136,0.053332,0.077549,0.11362,0.12655,0.12816,0.11668,0.086664,0.08494,0.049534,0.040408,0.039587,0.031698,0.012106,0.029432,0.056918,0.072156,0.075594,0.083765,0.090681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
