0.19286,0.11084,0.097028,0.29784,0.089318,0.13348,0.12511,0.12472,0.16833,0.10168,0.13378,0.13174,0.056858,0.10823,0.09945,0.31314
0.065835,0.15284,0.096958,0.12753,0.12578,0.067696,0.13771,0.1355,0.086623,0.1575,0.051642,0.091214,0.15468,0.12895,0.090335,0.15966
0.12775,0.13022,0.16003,0.151,0.094937,0.10473,0.076464,0.28518,0.32317,0.36984,0.13951,0.094353,0.081965,0.16052,0.13015,0.087888
0.22454,0.33267,0.48555,0.47951,0.088353,0.16963,0.15118,0.58208,0.3789,0.4839,0.48432,0.14956,0.11597,0.26295,0.084538,0.12338
0.17105,0.45554,0.43926,0.36261,0.10482,0.11772,0.13663,0.26948,0.29473,0.33314,0.33721,0.20747,0.32822,0.18873,0.10407,0.067037
0.16329,0.21564,0.1883,0.28364,0.1281,0.13164,0.14605,0.15642,0.38787,0.44305,0.28667,0.1839,0.19804,0.13885,0.20685,0.07494
0.21701,0.1231,0.16794,0.29301,0.14857,0.20696,0.19013,0.30543,0.13723,0.26023,0.11634,0.18281,0.12828,0.08702,0.086065,0.10369
0.10894,0.35047,0.12217,0.24342,0.39417,0.12292,0.20003,0.1986,0.14208,0.14599,0.19416,0.081343,0.086269,0.15594,0.075224,0.12717
0.16526,0.33486,0.24928,0.20381,0.29442,0.30583,0.28718,0.12302,0.35342,0.17748,0.5463,0.1323,0.33072,0.2838,0.30696,0.25496
0.18534,0.24059,0.096108,0.20866,0.2342,0.48528,0.22281,0.13241,0.24264,0.20903,0.29695,0.31747,0.43256,0.15984,0.31169,0.32399
0.13724,0.3029,0.12111,0.10967,0.1852,0.17165,0.15241,0.14926,0.08622,0.13544,0.19503,0.36573,0.47896,0.12719,0.20446,0.092907
0.094939,0.22682,0.21162,0.12535,0.095367,0.1248,0.15039,0.10456,0.10468,0.15998,0.23029,0.1208,0.20174,0.15391,0.09512,0.10664
0.1182,0.23861,0.12323,0.093657,0.11651,0.084535,0.15744,0.094211,0.10328,0.10838,0.22174,0.10467,0.12896,0.10131,0.13459,0.15515
0.086275,0.17541,0.12818,0.074061,0.18704,0.066441,0.13672,0.097501,0.069304,0.097785,0.071215,0.072434,0.086768,0.087863,0.088395,0.14955
0.043209,0.18413,0.12085,0.061207,0.20016,0.031662,0.13829,0.07401,0.11528,0.08273,0.096645,0.14378,0.085107,0.10617,0.10477,0.083153
0.024505,0.17836,0.12367,0.055139,0.070495,0.02243,0.12682,0.080422,0.11616,0.084934,0.079617,0.15607,0.084707,0.102,0.10105,0.085405
