0.10796,0.14866,0.28616,0.53869,0.57849,0.56175,0.52616,0.27804,0.13388,0.1244,0.21687,0.15316,0.16851,0.12379,0.15495,0.11968
0.24445,0.2416,0.11595,0.08173,0.15587,0.23522,0.19974,0.14702,0.169,0.12246,0.19875,0.11569,0.14298,0.10349,0.13365,0.13736
0.15883,0.15375,0.11777,0.1005,0.13331,0.13263,0.18187,0.25611,0.13247,0.19089,0.15672,0.1891,0.17513,0.25594,0.083508,0.24504
0.29,0.30289,0.17905,0.20957,0.32497,0.3662,0.20014,0.34217,0.26178,0.14498,0.1373,0.10008,0.26704,0.30387,0.15631,0.13863
0.11781,0.13735,0.15284,0.29238,0.40048,0.26527,0.21336,0.17652,0.1579,0.22247,0.32591,0.12346,0.17048,0.27239,0.26411,0.15528
0.1282,0.091667,0.10678,0.13331,0.17935,0.16618,0.1209,0.28316,0.19714,0.29046,0.22506,0.09965,0.071972,0.18865,0.2575,0.21274
0.1471,0.15631,0.16177,0.12262,0.13003,0.29783,0.34408,0.57101,0.23512,0.20146,0.13614,0.15346,0.12074,0.073548,0.17073,0.15116
0.064976,0.10108,0.060458,0.11419,0.068142,0.29474,0.50745,0.36335,0.08541,0.072805,0.094951,0.14507,0.11929,0.10722,0.16376,0.14735
0.288,0.30787,0.17631,0.10299,0.14384,0.098272,0.23444,0.16327,0.13855,0.08447,0.22611,0.13586,0.093151,0.18382,0.22891,0.15573
0.17832,0.19922,0.10733,0.23864,0.18417,0.093866,0.094199,0.18401,0.1864,0.23503,0.29864,0.21104,0.18764,0.15932,0.25746,0.1748
0.027364,0.024018,0.12018,0.20725,0.18108,0.13794,0.10768,0.17132,0.26265,0.1421,0.20544,0.17791,0.18538,0.17594,0.43268,0.39186
0.10158,0.11288,0.10835,0.13824,0.14402,0.24676,0.13076,0.17577,0.14121,0.20105,0.14876,0.10051,0.10039,0.13984,0.37263,0.54429
0.046945,0.048631,0.22061,0.25325,0.21254,0.34221,0.18712,0.07881,0.13474,0.18661,0.12375,0.1721,0.15218,0.13937,0.50232,0.64777
0.20976,0.21422,0.15151,0.15679,0.41289,0.50802,0.24794,0.13776,0.12415,0.13492,0.1158,0.15283,0.12743,0.096976,0.28697,0.62978
0.1149,0.13146,0.23519,0.37222,0.59209,0.54671,0.17089,0.086234,0.098902,0.10977,0.096345,0.098043,0.11401,0.15353,0.10287,0.3722
0.059153,0.071006,0.1787,0.26016,0.20286,0.20432,0.16258,0.11929,0.15299,0.10934,0.10852,0.08836,0.11412,0.11341,0.14447,0.16393
0.21165,0.21224,0.23855,0.22179,0.37372,0.36998,0.088788,0.16501,0.11264,0.13904,0.14186,0.15046,0.14308,0.15235,0.19738,0.080669
0.24512,0.22854,0.17557,0.20638,0.28268,0.20864,0.11658,0.1126,0.1167,0.12594,0.10783,0.063102,0.079507,0.091463,0.11028,0.11231
