0.15045,0.16818,0.1416,0.40194,0.55378,0.59781,0.62428,0.57599,0.17935,0.12223,0.20764,0.14519,0.1335,0.14832,0.074371,0.13536
0.060506,0.060438,0.15642,0.11876,0.15038,0.18762,0.34695,0.3949,0.20766,0.11604,0.12354,0.25575,0.10835,0.16673,0.16352,0.16087
0.067154,0.066096,0.15379,0.16799,0.19878,0.1634,0.088782,0.19611,0.24489,0.16255,0.082742,0.18629,0.22302,0.14858,0.15242,0.091477
0.11282,0.16406,0.19276,0.14807,0.14099,0.11168,0.38059,0.1972,0.37661,0.20061,0.065135,0.10137,0.1615,0.31726,0.33682,0.10767
0.14168,0.14145,0.10612,0.1332,0.08671,0.22655,0.15094,0.13813,0.32267,0.29517,0.26248,0.25052,0.089299,0.20801,0.34712,0.25546
0.12802,0.12598,0.20245,0.12984,0.10433,0.12258,0.17188,0.20363,0.31168,0.27833,0.26639,0.28001,0.098753,0.11209,0.27061,0.32288
0.13796,0.14041,0.12882,0.091094,0.11076,0.19434,0.12807,0.13001,0.22856,0.25494,0.138,0.12639,0.16366,0.1039,0.094105,0.17896
0.13869,0.12711,0.13288,0.089664,0.096886,0.1676,0.17734,0.10172,0.07884,0.098079,0.085638,0.070094,0.1264,0.12084,0.098999,0.1802
0.16726,0.16439,0.16037,0.12959,0.11106,0.23769,0.14614,0.079537,0.13566,0.16003,0.11133,0.18024,0.13745,0.12159,0.079365,0.17404
0.08189,0.085815,0.077672,0.11552,0.094439,0.18864,0.13201,0.14214,0.16926,0.23396,0.25682,0.40908,0.21901,0.17336,0.2799,0.29136
0.082352,0.13943,0.12725,0.12184,0.098665,0.14215,0.14761,0.11898,0.15732,0.29914,0.13805,0.17042,0.15449,0.26036,0.4072,0.35004
0.12045,0.11656,0.15761,0.19193,0.18659,0.11081,0.12797,0.085318,0.16167,0.19603,0.28074,0.17755,0.096055,0.096562,0.20671,0.46613
0.14607,0.19228,0.11727,0.20631,0.249,0.2447,0.30091,0.14623,0.11363,0.15675,0.21506,0.11821,0.14159,0.11554,0.11235,0.47118
0.08012,0.079745,0.13606,0.22786,0.14189,0.52015,0.54085,0.21767,0.11159,0.15346,0.11282,0.13566,0.24002,0.17712,0.13671,0.40082
0.036375,0.037325,0.13172,0.15965,0.33647,0.52958,0.48923,0.23916,0.096227,0.10512,0.1815,0.17897,0.089066,0.13987,0.16548,0.20645
0.12816,0.12954,0.21753,0.16336,0.17412,0.15867,0.1454,0.11804,0.20444,0.19838,0.16369,0.11776,0.1299,0.11494,0.23791,0.1302
0.26344,0.25951,0.24558,0.24625,0.30235,0.47157,0.49334,0.14793,0.15973,0.15264,0.18501,0.12133,0.12266,0.10593,0.22381,0.24303
0.12587,0.12908,0.26429,0.21441,0.27843,0.42027,0.29852,0.13472,0.070413,0.17522,0.12585,0.14474,0.12039,0.054901,0.0864,0.1593
